"x","y"
1,2.44395243534478
1.19839679358717,2.57161400025832
1.39679358717435,2.91611617133506
1.59519038076152,2.80884262115711
1.7935871743487,2.91998246953288
1.99198396793587,3.3376301797519
2.19038076152305,3.19614857978882
2.38877755511022,2.8921937892483
2.58717434869739,3.11588636637384
2.78557114228457,3.26864325882987
2.98396793587174,3.85724605138023
3.18236472945892,3.70568824796936
3.38076152304609,3.82587203149342
3.57915831663327,3.82919425464489
3.77755511022044,3.67880550320412
3.97595190380762,4.69844402072491
4.17434869739479,4.29499449822675
4.37274549098196,3.32642111507698
4.57114228456914,4.60617090410156
4.76953907815631,4.15926982958066
4.96793587174349,3.95347996650473
5.16633266533066,4.47055324048315
5.36472945891784,4.13194110057746
5.56312625250501,4.37607173296349
5.76152304609218,4.52064370840348
5.95991983967936,3.97470422722486
6.15831663326653,5.59509410575785
6.35671342685371,5.27585160917383
6.55511022044088,4.53149380341361
6.75350701402806,6.22351829338791
6.95190380761523,5.77242572831725
7.1503006012024,5.36416532037747
7.34869739478958,6.33214945872787
7.54709418837675,6.43628270822634
7.74549098196393,6.5091003768595
7.9438877755511,6.51899197740536
8.14228456913828,6.52215780086638
8.34068136272545,6.11870209630855
8.53907815631263,6.00827516829744
8.7374749498998,6.036301890899
8.93587174348697,5.84715462544959
9.13426853707415,6.37721704344422
9.33266533066132,5.48538059934801
9.5310621242485,8.83277646716432
9.72945891783567,8.04001112259935
9.92785571142285,5.84892185948108
10.12625250501,6.65515489523723
10.3246492985972,6.68051936235134
10.5230460921844,8.0822839351471
10.7214428857715,7.27133777442399
10.9198396793587,7.73653959574297
11.1182364729459,7.52737927882272
11.3166332665331,7.60980170895309
11.5150300601202,9.33346467413769
11.7134268537074,7.59225823423278
11.9118236472946,9.76230486427439
12.1102204408818,6.1795364336747
12.3086172344689,8.87388730466227
12.5070140280561,8.40841169054794
12.7054108216433,8.62706804525787
12.9038076152305,8.94178329248314
13.1022044088176,7.8929477482107
13.3006012024048,8.20711474841404
13.498997995992,7.37452429246306
13.6973947895792,7.38062263868525
13.8957915831663,9.36967286563069
14.0941883767535,9.67880949360737
14.2925851703407,9.22204932766372
14.4909819639279,10.5819471062602
14.689378757515,12.3561364219733
14.8877755511022,8.71285159666653
15.0861723446894,6.0594342092537
15.2845691382766,11.1795125703554
15.4829659318637,8.64342984134037
15.6813627254509,8.76179009541942
15.8797595190381,11.5684624315584
16.0781563126253,9.58121566421438
16.2765531062124,8.1513688859857
16.4749498997996,10.5361715244525
16.6733466933868,10.1050949628271
16.8717434869739,10.4455969300784
17.0701402805611,11.1927491897383
17.2685370741483,9.99419288698293
17.4669338677355,11.8589951897575
17.6653306613226,10.4431685285707
17.8637274549098,11.5245499852394
18.062124248497,13.0121863778587
18.2605210420842,11.9249245980917
18.4589178356713,10.6278244820986
18.6573146292585,13.4720238332224
18.8557114228457,13.3011779119735
19.0541082164329,12.5719756094194
19.25250501002,12.0858708976384
19.4509018036072,10.5041169591106
19.6492985971944,14.4982359234142
19.8476953907816,10.7324707512815
20.0460921843687,16.4077939737765
20.2444889779559,15.2249363819084
20.4428857715431,11.7396033340313
20.6412825651303,10.2019768991664
20.8396793587174,10.9393751791765
21.0380761523046,13.0594719797045
21.2364729458918,12.0943499326522
21.434869739479,11.9724818350384
21.6332665330661,10.7579714561872
21.8316633266533,12.8175286504873
22.0300601202405,11.2858807950418
22.2284569138277,9.40665090969226
22.4268537074148,12.3606983990901
22.625250501002,15.3918780994581
22.8236472945892,12.0986720326359
23.0220440881764,14.9106801871185
23.2204408817635,9.85342546273616
23.4188376753507,13.5792991725211
23.6172344689379,15.0353134065078
23.8156312625251,14.6250313739457
24.0140280561122,14.2607851371717
24.2124248496994,12.5549078171652
24.4108216432866,12.1312126975882
24.6092184368737,11.7843083068881
24.8076152304609,14.6956607666338
